Employer_No,Cash_Received_Date,Total_Amt
100318,2017-10-05,1700.5
100551,2017-10-19,6660.0
100936,2018-03-07,466.83
100726,2018-05-03,44919.9
100304,2018-04-03,625.89
100118,2018-05-17,915.73
100069,2018-04-11,1610.56
100671,2018-04-27,675.96
100520,2018-05-10,830.67
100318,2017-08-15,1295.8
100208,2017-09-13,2154.79
100001,2018-06-28,547.2
100093,2018-04-27,1688.16
100671,2018-07-27,540.77
100840,2018-09-25,475.0
100118,2018-09-04,1090.68
100417,2018-07-25,1542.8
100840,2018-06-26,908.79
100276,2017-10-06,1915.76
100276,2017-10-06,76.0
100276,2018-01-30,76.0
100551,2017-11-17,426.31
100778,2018-05-28,1849.14
100057,2018-04-30,616.31
100671,2018-06-28,540.77
100936,2018-05-17,1798.69
100091,2018-06-21,478.8
100936,2018-06-28,1798.69
100007,2018-07-20,217.79
100778,2018-02-19,1895.71
100276,2017-10-27,535.83
100956,2017-10-24,631.76
100417,2017-10-30,364.8
100746,2017-11-06,210.5
100007,2018-07-20,280.96
100936,2018-12-13,1802.28
100354,2018-09-19,377.57
100520,2018-09-20,319.49
100163,2018-11-01,1570.54
100283,2018-07-16,1111.66
100163,2018-07-06,1546.13
100782,2018-09-27,304.56
100936,2018-08-09,1802.28
100840,2018-07-26,520.55
100840,2018-10-04,884.93
100551,2018-10-11,7346.72
100782,2018-10-24,349.52
100956,2018-08-28,653.4
100208,2018-10-04,2151.13
100327,2018-09-06,1049.33
100276,2018-05-02,76.0
100091,2018-05-08,782.33
100276,2018-03-13,4140.44
100809,2018-03-26,1887.6
100268,2017-10-04,162.17
100007,2017-10-31,596.18
100276,2017-08-18,76.0
100746,2017-10-30,500.24
100276,2017-10-27,1930.86
100276,2017-10-27,76.0
100936,2018-11-15,1802.28
100809,2017-11-21,546.44
100283,2017-09-08,439.48
100936,2017-09-07,950.0
100276,2018-06-04,76.0
100283,2017-10-10,336.08
100318,2018-04-03,1223.22
100417,2018-04-20,1609.3
100809,2017-10-23,546.44
100007,2018-01-30,592.85
100936,2017-10-19,950.0
100936,2017-11-02,950.0
100007,2018-01-30,267.66
100276,2017-12-21,2313.6
100007,2018-01-30,123.5
100069,2018-08-23,410.4
100551,2018-08-16,7554.12
100257,2018-03-12,412.44
100290,2018-11-06,2206.0
100428,2017-09-28,712.18
100411,2018-06-27,369.27
100229,2018-07-05,1583.34
100460,2018-08-06,345.8
100530,2018-08-20,1000.0
100229,2018-08-07,791.67
100708,2018-08-27,822.13
100755,2018-08-09,335.79
100924,2018-08-31,1448.27
100229,2018-10-19,2375.01
100755,2018-10-09,200.08
100924,2018-10-31,1420.02
100428,2018-11-05,2600.08
100460,2018-12-06,345.8
100947,2018-12-04,100.0
100557,2018-07-16,1005.52
100458,2017-08-07,1035.69
100411,2017-07-03,346.56
100360,2017-12-05,382.78
100624,2018-04-05,438.46
100114,2018-09-07,1075.52
100755,2018-05-15,289.07
100924,2018-05-30,1012.7
100397,2017-12-21,446.5
100934,2017-12-06,585.2
100530,2017-12-20,2868.64
100329,2018-07-09,2256.25
100460,2018-09-26,345.8
100290,2018-05-04,490.2
100397,2017-09-14,460.75
100257,2017-09-12,804.16
100708,2017-07-21,549.54
100783,2018-04-18,1532.84
100843,2018-05-04,412.57
100229,2018-04-17,2375.01
100729,2017-08-03,427.16
100411,2018-06-13,54.34
100460,2017-08-29,434.72
100947,2017-12-21,464.0
100257,2018-05-15,545.01
100708,2018-07-27,576.62
100411,2018-09-04,152.2
100290,2018-07-05,2223.0
100458,2018-10-31,9245.25
100783,2018-10-18,2430.45
100934,2018-11-09,608.0
100934,2017-10-09,611.8
100530,2017-11-27,2868.64
100458,2018-05-01,6980.35
100458,2018-08-02,10141.72
100843,2018-07-13,474.12
100383,2018-09-06,343.26
100428,2018-07-25,2414.36
100947,2018-12-04,100.0
100624,2018-07-03,373.84
100497,2018-08-06,120.41
100257,2018-10-15,642.72
100947,2018-12-04,100.0
100458,2017-11-06,557.46
100557,2018-10-29,65.83
100950,2018-10-23,594.45
100129,2018-11-26,376.34
100924,2018-11-30,1099.99
100458,2017-11-06,422.56
100428,2017-09-28,2187.71
100530,2018-08-20,1000.0
100331,2018-05-17,684.0
100229,2018-12-28,791.67
100557,2018-04-03,482.62
100530,2018-05-23,1000.0
100708,2018-02-23,686.99
100331,2018-02-06,1031.34
100530,2017-09-19,2868.64
100229,2017-07-31,791.67
100755,2018-06-28,250.01
100924,2018-07-27,1167.68
100557,2018-07-06,489.8
100257,2018-08-16,641.91
100557,2018-09-28,245.82
100557,2018-09-14,340.68
100557,2018-10-29,311.05
100557,2017-11-17,305.74
100557,2018-12-31,76.57
100924,2018-12-31,145.92
100934,2018-02-09,676.9
100557,2018-04-23,237.32
100331,2018-06-14,684.0
100557,2018-04-03,137.03
100557,2017-09-15,239.98
100460,2017-12-08,432.25
100950,2018-11-19,594.45
100257,2018-07-11,512.44
100557,2018-09-17,877.92
100257,2018-09-13,513.8
100331,2018-03-14,684.0
100557,2018-05-14,570.54
100140,2017-12-05,209.47
100843,2018-03-07,319.52
100530,2017-11-27,2868.64
100708,2017-11-24,686.99
100729,2018-02-27,16.64
100383,2018-09-06,343.26
100708,2018-04-13,549.59
100770,2017-12-29,349.6
100947,2017-12-21,402.0
100530,2017-07-28,2868.64
100755,2017-07-03,181.12
100924,2017-07-28,1270.98
100458,2017-11-10,567.15
100924,2017-11-30,86.85
100729,2018-08-20,524.1
100770,2017-12-29,349.6
100257,2017-11-15,714.64
100229,2017-11-09,791.67
100458,2017-08-30,561.74
100458,2017-09-15,530.86
100708,2018-09-25,657.7
100331,2018-09-11,1026.0
100924,2018-05-01,97.38
100770,2017-12-29,349.6
100229,2017-11-09,1583.34
100530,2018-08-20,1000.0
100708,2018-04-13,549.59
100383,2018-11-06,248.9
100770,2017-08-18,524.8
100811,2018-05-02,1132.88
100458,2017-09-15,440.04
100557,2018-06-22,122.22
100557,2018-06-22,548.93
100557,2018-06-22,155.61
100385,2018-06-28,77.29
100557,2018-07-27,1388.24
100557,2018-07-27,295.56
100557,2018-09-03,451.57
100729,2018-05-09,120.95
100460,2018-05-17,345.8
100385,2018-07-05,10.05
100016,2018-06-27,1050.62
100934,2017-12-06,585.2
100755,2017-11-27,160.39
100924,2017-11-30,575.7
100783,2018-01-11,1342.2
100755,2018-12-05,295.86
100397,2018-01-16,248.19
100557,2018-07-27,480.86
100557,2018-07-06,100.04
100114,2018-11-27,1493.73
100843,2018-11-05,514.58
100331,2018-10-09,948.48
100755,2018-09-06,283.18
100924,2018-09-28,1146.54
100924,2018-03-28,617.5
100129,2018-10-22,292.15
100460,2017-11-02,345.8
100917,2017-09-25,318.4
100557,2017-11-27,243.83
100557,2018-11-15,203.26
100557,2018-11-15,309.44
100557,2018-11-15,90.35
100934,2018-04-13,585.2
100257,2018-06-13,518.2
100624,2018-05-01,438.46
100557,2018-03-16,340.68
100489,2017-11-02,647.19
100331,2018-01-03,684.0
100557,2018-04-13,241.22
100331,2017-12-07,684.0
100383,2018-11-06,442.7
100533,2018-07-30,67.83
100557,2018-09-14,158.78
100557,2018-09-14,755.82
100557,2018-09-14,49.38
100557,2018-09-14,296.98
100383,2018-11-15,484.84
100411,2017-11-28,337.16
100755,2017-10-30,170.35
100924,2017-10-30,923.41
100257,2017-10-13,807.55
100411,2017-12-18,427.31
100331,2017-08-31,1026.0
100257,2018-02-12,412.44
100557,2018-06-08,159.26
100557,2017-11-03,242.65
100016,2017-09-28,238.24
100557,2018-04-23,76.54
100123,2018-04-24,295.96
100397,2017-12-13,273.13
100947,2017-12-21,313.0
100557,2018-08-20,511.23
100329,2018-09-12,1781.25
100729,2018-11-07,65.08
100290,2018-09-05,2833.0
100530,2017-11-27,3802.96
100708,2017-11-01,549.59
100917,2017-09-25,602.68
100458,2017-11-28,647.69
100257,2017-07-07,786.53
100557,2018-12-21,478.14
100557,2017-10-13,246.63
100624,2018-06-05,548.08
100331,2017-08-03,684.0
100458,2017-11-28,1449.7
100428,2018-02-20,2296.4
100460,2018-02-02,432.25
100530,2018-05-23,1000.0
100708,2018-01-22,549.59
100708,2017-12-22,549.59
100411,2018-01-03,339.63
100755,2017-12-18,141.58
100924,2017-12-29,64.71
100770,2017-12-29,349.6
100947,2018-11-19,340.0
100530,2018-05-23,1000.0
100460,2018-06-04,432.25
100460,2018-01-04,345.8
100755,2019-01-04,407.75
100624,2018-02-06,460.39
100557,2018-01-16,225.35
100123,2018-05-18,179.13
100331,2018-07-02,684.0
100708,2018-10-26,657.7
100783,2018-07-13,1489.33
100934,2017-08-03,558.6
100947,2017-07-24,320.0
100934,2018-06-01,611.8
100755,2018-06-15,180.08
100924,2018-07-02,1074.57
100557,2018-06-08,786.97
100331,2017-10-31,684.0
100123,2018-05-31,381.64
100331,2018-08-13,684.0
100950,2018-08-23,594.45
100934,2017-10-09,558.6
100460,2017-09-29,345.8
100708,2017-09-22,686.99
100411,2017-10-11,345.8
100557,2018-05-18,296.98
100489,2017-10-02,237.5
100114,2017-11-10,1370.79
100924,2017-09-27,36.88
100934,2018-07-04,558.6
100458,2017-11-06,633.45
100947,2017-07-24,400.0
100934,2018-04-13,532.0
100755,2018-03-23,158.39
100708,2018-11-26,822.13
100229,2018-11-06,791.67
100329,2018-11-08,2493.75
100229,2017-07-31,791.67
100924,2017-10-30,103.66
100530,2018-08-20,1000.0
100708,2018-06-22,686.99
100947,2018-12-04,100.0
100934,2017-08-03,585.2
100257,2017-08-11,1013.73
100783,2017-10-06,1126.32
100708,2018-05-25,549.59
100411,2018-06-22,455.72
100530,2017-11-27,1000.0
100257,2017-12-11,409.0
100331,2018-12-05,1164.32
100257,2018-12-18,517.4
100477,2018-01-17,654.41
100161,2018-10-10,1288.76
100788,2018-11-22,1790.36
100636,2017-09-08,300.0
100735,2017-07-05,274.36
100015,2017-07-05,72.89
100203,2018-08-22,7482.33
100162,2018-07-02,439.38
100773,2017-08-09,152.22
100175,2018-07-04,1240.32
100810,2018-04-30,1530.26
100889,2018-08-01,1562.04
100554,2018-12-17,484.5
100643,2018-11-08,1903.8
100594,2018-10-05,584.61
100735,2018-10-02,229.96
100292,2018-02-02,14596.5
100903,2018-04-19,273.56
100203,2017-07-03,516.19
100554,2018-08-06,484.5
100889,2018-07-18,1439.28
100874,2018-05-29,1591.35
100886,2018-05-25,381.2
100409,2018-02-22,4768.81
100409,2018-02-22,3247.86
100788,2018-05-21,847.3
100161,2018-01-11,1638.6
100643,2018-01-18,779.0
100554,2018-02-05,2098.08
100501,2017-12-07,2955.94
100724,2017-12-04,1638.04
100203,2018-02-06,8521.91
100594,2018-06-25,1753.83
100957,2018-06-13,349.6
100302,2018-10-31,1220.94
100788,2018-03-28,2244.93
100852,2018-04-16,200.0
100554,2018-05-03,2460.5
100774,2018-03-29,21032.12
100643,2018-07-05,1717.6
100773,2017-08-02,932.9
100773,2017-08-02,52.25
100021,2018-10-07,1655.1
100292,2017-09-12,14545.0
100903,2017-10-27,243.66
100161,2017-07-12,2323.32
100021,2017-07-14,1098.0
100810,2017-10-27,1642.55
100302,2018-04-27,12304.26
100774,2018-02-26,16387.5
100670,2017-07-11,2266.32
100872,2017-07-04,1068.73
100496,2017-11-14,1235.0
100203,2018-06-28,6544.35
100903,2018-08-31,250.87
100161,2018-06-13,1336.88
100886,2017-08-28,378.65
100872,2018-10-08,1187.55
100501,2018-10-16,2252.24
100175,2018-10-12,2320.73
100886,2018-10-25,381.2
100348,2018-07-02,796.15
100348,2018-07-02,584.31
100986,2017-09-20,371.4
100636,2018-06-01,800.0
100554,2017-10-30,2377.17
100501,2017-08-31,2765.52
100724,2017-09-01,1657.99
100203,2017-10-26,9319.06
100788,2017-09-21,4048.58
100496,2017-11-14,1235.0
100986,2017-07-13,4836.6
100015,2017-09-05,131.49
100021,2017-08-14,1631.7
100440,2018-05-03,1650.23
100021,2018-01-30,1324.08
100203,2017-07-03,8792.49
100203,2018-08-22,6129.19
100162,2018-08-30,627.78
100735,2018-07-03,331.61
100292,2018-07-02,14494.0
100886,2018-07-25,381.2
100554,2017-07-10,2749.87
100501,2018-10-16,2817.72
100168,2018-08-03,526.2
100168,2018-08-03,497.8
100168,2018-08-03,584.44
100886,2018-09-25,381.2
100594,2018-10-05,876.92
100236,2018-08-14,217.36
100236,2018-08-14,345.8
100203,2017-07-03,9009.34
100168,2018-04-09,700.08
100810,2018-10-29,493.76
100810,2018-10-24,941.84
100810,2018-10-24,3882.42
100236,2018-10-23,1089.84
100236,2018-10-23,95.76
100162,2018-12-14,816.16
100735,2018-11-06,371.47
100175,2018-11-19,1823.73
100015,2017-08-04,132.28
100168,2017-08-04,864.08
100203,2017-07-27,553.0
100236,2018-01-31,6139.9
100236,2018-01-31,821.28
100872,2018-04-20,1068.73
100175,2018-03-16,3203.88
100292,2018-04-09,15068.0
100302,2017-11-01,11694.58
100161,2018-05-10,855.27
100292,2018-05-04,18988.75
100643,2017-11-07,1675.8
100161,2017-12-12,2552.91
100292,2017-12-11,13305.0
100348,2018-07-02,475.0
100852,2018-09-04,198.0
100501,2018-07-31,1891.97
100161,2018-08-10,1195.51
100236,2018-09-28,311.22
100236,2018-09-28,975.46
100810,2018-10-04,329.78
100348,2018-12-10,487.54
100886,2018-11-27,571.8
100292,2018-11-02,15162.0
100168,2017-10-06,741.76
100292,2018-11-29,860.0
100236,2017-07-19,1096.16
100236,2017-07-19,330.15
100735,2018-02-06,281.58
100852,2018-04-16,361.0
100787,2017-08-04,504.45
100013,2018-05-04,2870.52
100724,2018-04-11,335.73
100302,2018-08-06,4274.99
100013,2018-05-18,956.84
100724,2018-05-03,335.73
100162,2018-06-08,330.23
100348,2018-04-13,262.3
100013,2018-01-08,978.02
100348,2017-11-24,407.36
100168,2018-08-03,584.44
100496,2017-08-03,988.0
100203,2018-11-21,6623.55
100162,2018-10-29,1372.24
100852,2018-11-19,208.0
100302,2018-10-31,910.69
100724,2018-10-19,241.87
100168,2018-03-09,1041.0
100348,2017-09-21,478.8
100168,2017-10-06,869.4
100021,2017-08-14,1098.0
100636,2017-11-22,1200.0
100986,2017-11-20,5709.97
100670,2018-01-16,2261.76
100874,2018-07-24,1476.87
100636,2018-07-12,1816.35
100203,2018-11-21,6645.9
100788,2018-10-25,1790.36
100501,2018-04-11,2635.57
100021,2017-07-14,1631.7
100021,2017-07-14,891.9
100735,2017-09-05,253.42
100986,2017-09-20,6364.16
100889,2017-12-20,927.76
100874,2017-10-02,1203.18
100886,2017-09-26,362.14
100203,2017-10-26,6551.98
100889,2017-07-17,1127.45
100874,2017-07-28,1344.35
100986,2017-07-13,97.32
100628,2018-08-06,9105.38
100431,2018-07-20,1501.76
100670,2018-07-19,2479.41
100440,2018-07-13,1290.64
100710,2018-07-31,3143.08
100203,2018-02-06,7304.12
100496,2018-02-01,1235.0
100774,2017-10-27,100.0
100889,2018-10-24,878.4
100874,2018-10-04,1577.09
100788,2018-09-27,1909.63
100175,2018-10-31,3335.44
100021,2018-10-05,1324.08
100554,2018-01-03,2995.17
100162,2018-04-20,426.11
100554,2017-07-28,3086.63
100986,2018-05-03,2807.88
100874,2018-05-01,1466.22
100886,2018-04-26,381.2
100774,2018-04-12,20285.0
100554,2017-09-18,2793.0
100501,2017-08-07,2381.44
100724,2017-08-01,1289.91
100670,2017-10-10,1398.4
100348,2018-05-01,509.2
100168,2018-06-22,526.2
100348,2018-05-01,267.49
100013,2018-01-08,956.84
100168,2017-10-06,170.34
100013,2018-02-23,956.84
100348,2017-11-24,47.5
100348,2017-11-24,458.85
100348,2017-11-24,213.74
100636,2018-03-13,1200.0
100431,2018-05-04,1501.76
100670,2018-04-18,2275.82
100348,2018-05-01,320.15
100302,2017-07-18,9327.15
100554,2018-05-23,3075.63
100348,2018-05-01,568.58
100903,2018-11-30,84.46
100643,2018-07-05,1482.0
100168,2019-01-07,438.33
100236,2018-07-04,330.93
100236,2018-07-04,1896.94
100903,2018-11-16,140.32
100501,2017-11-08,2254.8
100724,2017-11-01,1322.26
100302,2018-01-31,10546.5
100292,2018-12-24,17447.5
100021,2018-06-20,1467.0
100903,2018-12-28,152.61
100013,2017-07-28,1085.8
100013,2018-10-02,2870.52
100724,2018-08-03,241.87
100236,2018-08-02,1539.49
100874,2018-10-12,1616.05
100203,2018-11-21,7873.74
100162,2018-11-02,714.22
100886,2018-03-26,381.2
100735,2018-03-06,439.68
100168,2018-11-16,1701.35
100774,2017-10-27,22567.5
100236,2017-08-17,2126.75
100236,2017-08-17,232.56
100236,2017-08-17,72.96
100957,2017-08-02,773.34
100168,2018-04-09,50.0
100168,2018-04-10,510.72
100168,2018-12-21,590.52
100236,2017-10-27,3134.18
100292,2018-12-24,860.0
100168,2017-12-08,293.2
100168,2017-12-08,121.6
100168,2017-12-08,695.52
100217,2018-04-20,112.18
100013,2018-01-30,956.84
100501,2018-04-30,3259.52
100735,2018-04-03,306.53
100636,2018-12-10,368.0
100013,2018-04-20,376.59
100292,2017-11-06,18076.25
100168,2017-10-27,134.81
100170,2018-12-06,576.16
100643,2017-11-07,104.02
100348,2018-02-14,741.95
100168,2018-01-29,867.16
100957,2018-05-25,918.77
100348,2017-12-14,214.99
100168,2017-12-08,493.24
100903,2018-01-29,279.67
100203,2017-07-03,6880.59
100889,2018-09-11,949.57
100810,2018-04-30,990.13
100574,2018-07-31,351.76
100567,2018-08-20,2055.67
100567,2017-10-19,271.56
100689,2017-10-26,1379.7
100246,2017-09-14,3488.65
100567,2017-09-19,274.34
100539,2017-07-17,91.44
100689,2018-03-27,20525.48
100567,2018-01-23,1285.18
100567,2018-04-20,60.46
100567,2018-04-20,55386.94
100567,2018-04-20,351.54
100901,2017-11-09,23988.17
100817,2017-09-28,327.44
100654,2017-10-04,1961.46
100654,2017-10-04,1233.96
100654,2017-10-04,1982.5
100654,2017-10-04,1503.64
100654,2017-10-04,1892.3
100654,2017-10-04,1631.07
100654,2017-10-04,1941.1
100654,2017-10-04,2175.22
100654,2017-10-04,1760.0
100654,2017-10-04,1920.0
100654,2017-10-04,1560.0
100654,2017-10-04,1574.57
100654,2017-10-04,1920.0
100654,2017-10-04,1640.0
100654,2017-10-04,1920.0
100654,2017-10-04,1067.8
100654,2017-10-04,1348.36
100654,2017-10-04,913.48
100654,2017-10-04,820.0
100654,2017-10-04,548.08
100654,2017-10-04,1534.96
100654,2017-10-04,480.52
100654,2017-10-04,1101.16
100654,2017-10-04,867.79
100654,2017-10-04,1278.84
100654,2017-10-04,884.26
100654,2017-10-04,1109.62
100654,2017-10-04,1012.18
100654,2017-10-04,439.8
100654,2017-10-04,1296.11
100654,2017-10-04,1108.33
100654,2017-10-04,1261.61
100654,2017-10-04,1211.28
100654,2017-10-04,400.44
100654,2017-10-04,266.93
100654,2017-10-04,1160.0
100654,2017-10-04,266.96
100654,2017-10-04,1081.15
100654,2017-10-04,656.22
100654,2017-10-04,803.84
100654,2017-10-04,1160.0
100654,2017-10-04,328.84
100654,2017-10-04,1084.47
100654,2017-10-04,709.1
100654,2017-10-04,438.46
100654,2017-10-04,314.8
100654,2017-10-04,1160.0
100654,2017-10-04,712.5
100654,2017-10-04,556.53
100654,2017-10-04,694.24
100654,2017-10-04,1265.22
100654,2017-10-04,717.67
100654,2017-10-04,1160.0
100654,2017-10-04,694.07
100654,2017-10-04,803.84
100654,2017-10-04,1213.89
100654,2017-10-04,556.88
100654,2017-10-04,567.28
100654,2017-10-04,1166.63
100654,2017-10-04,1160.0
100654,2017-10-04,876.92
100654,2017-10-04,1229.07
100654,2017-10-04,680.71
100654,2017-10-04,344.35
100654,2017-10-04,530.33
100654,2017-10-04,1301.37
100654,2017-10-04,579.2
100654,2017-10-04,1023.08
100654,2017-10-04,1514.03
100654,2017-10-04,1923.04
100654,2017-10-04,820.0
100654,2017-10-04,1458.21
100654,2017-10-04,599.24
100654,2017-10-04,1160.0
100654,2017-10-04,803.56
100654,2017-10-04,1368.12
100654,2017-10-04,36.34
100654,2017-10-04,895.81
100654,2017-10-04,1160.0
100654,2017-10-04,621.99
100654,2017-10-04,1373.67
100654,2017-10-04,1242.32
100654,2017-10-04,417.12
100654,2017-10-04,895.64
100654,2017-10-04,353.86
100654,2017-10-04,1201.28
100654,2017-10-04,1160.0
100654,2017-10-04,1922.32
100654,2017-10-04,858.64
100654,2017-10-04,1334.72
100654,2017-10-04,657.68
100654,2017-10-04,603.54
100654,2017-10-04,1498.08
100654,2017-10-04,867.6
100654,2017-10-04,934.32
100654,2017-10-04,528.9
100654,2017-10-04,1059.6
100654,2017-10-04,1160.0
100654,2017-10-04,749.04
100654,2017-10-04,511.52
100654,2017-10-04,1096.16
100654,2017-10-04,803.84
100654,2017-10-04,1160.0
100654,2017-10-04,43.85
100654,2017-10-04,1203.08
100654,2017-10-04,300.32
100654,2017-10-04,667.36
100654,2017-10-04,1154.55
100654,2017-10-04,921.72
100654,2017-10-04,2083.33
100654,2017-10-04,240.26
100654,2017-10-04,426.24
100654,2017-10-04,821.02
100654,2017-10-04,800.84
100654,2017-10-04,234.92
100654,2017-10-04,820.0
100654,2017-10-04,290.0
100654,2017-10-04,1048.33
100654,2017-10-04,870.83
100654,2017-10-04,697.0
100654,2017-10-04,338.69
100654,2017-10-04,1160.0
100654,2017-10-04,1301.37
100654,2017-10-04,939.88
100654,2017-10-04,734.12
100654,2017-10-04,422.89
100654,2017-10-04,686.83
100654,2017-10-04,1923.04
100654,2017-10-04,745.4
100654,2017-10-04,561.6
100654,2017-10-04,1067.8
100654,2017-10-04,682.97
100654,2017-10-04,615.0
100654,2017-10-04,820.0
100654,2017-10-04,1334.72
100654,2017-10-04,1237.63
